blood_group_match,same_district,age,weight,days_since_donation,is_eligible,emergency_level,availability,recommendation_score
0,1,61,78.1,158,1,3,1,0.5485
0,0,33,60.7,258,0,3,0,0.1624
1,0,52,52.6,227,0,2,0,0.455
1,1,22,63.7,144,1,1,0,0.7353
1,0,43,56.1,79,1,3,0,0.6963
1,1,43,46.3,38,0,3,0,0.5139
0,1,22,53.3,193,1,1,0,0.4107
0,1,53,93.6,196,0,1,1,0.4413
0,1,41,45.7,96,1,3,1,0.7519
0,0,32,87.6,245,1,1,1,0.4123
0,1,47,86.4,332,1,1,1,0.5622
1,0,22,76.0,75,0,1,1,0.5115
0,1,57,56.5,252,1,1,0,0.3663
0,0,65,93.3,277,0,1,1,0.1492
0,1,39,71.1,7,0,3,1,0.3201
1,1,50,54.5,363,1,3,1,1.0
1,0,22,68.6,198,0,2,1,0.5829
0,1,49,55.7,251,0,2,1,0.432
0,1,65,65.7,17,1,1,0,0.4757
0,1,40,72.3,241,1,1,1,0.539
0,1,27,64.8,252,0,3,0,0.3326
1,0,53,81.1,3,0,2,0,0.3832
0,0,34,96.5,236,0,1,1,0.1675
0,1,44,64.1,178,0,1,1,0.3529
0,1,62,64.6,11,1,2,1,0.5866
0,1,25,85.6,292,0,2,1,0.3519
1,0,57,74.2,257,1,1,1,0.7191
0,1,61,68.6,258,0,2,0,0.3019
0,0,23,89.8,84,0,2,0,0.0874
0,0,24,94.0,294,1,2,0,0.2605
0,0,43,77.5,332,1,3,1,0.415
0,0,34,55.2,111,1,1,1,0.3071
1,1,54,70.6,205,0,2,1,0.8422
1,1,40,72.7,221,1,2,1,1.0
0,0,44,68.8,17,0,1,1,0.1323
1,0,57,59.4,12,0,3,1,0.5739
0,1,36,71.0,269,1,1,1,0.647
0,1,44,69.6,40,0,2,0,0.3523
0,1,42,56.5,39,0,2,0,0.2919
0,1,57,94.7,88,0,1,1,0.304
0,0,42,93.7,100,1,3,0,0.3741
0,1,38,86.8,218,0,1,0,0.2749
1,0,42,67.1,214,0,1,0,0.3957
0,1,24,65.4,303,0,1,1,0.4087
1,0,52,84.4,9,0,3,1,0.519
1,1,23,78.4,216,1,1,0,0.7362
1,1,57,78.0,120,1,1,0,0.8636
0,1,32,51.8,309,0,1,0,0.2981
0,1,41,79.0,162,0,2,0,0.3302
0,0,21,94.6,151,0,3,0,0.0284
0,1,24,49.7,304,0,2,0,0.3292
0,1,47,63.7,83,1,2,1,0.5926
1,0,34,73.0,201,1,1,0,0.5936
1,0,55,82.7,49,1,2,0,0.6066
0,0,47,49.9,148,1,1,1,0.3283
1,0,62,93.0,219,1,1,1,0.7921
1,1,56,47.2,154,1,1,0,0.8464
0,1,26,92.2,96,0,2,0,0.2667
0,1,36,46.5,323,0,3,0,0.3121
0,1,30,53.4,98,0,1,0,0.2457
1,0,64,89.0,339,1,3,0,0.696
1,1,54,92.3,185,0,3,0,0.6232
1,0,36,99.0,133,0,2,0,0.4902
1,1,23,51.4,315,0,1,1,0.7136
1,0,29,74.0,336,1,2,0,0.6663
1,0,32,49.2,146,1,3,1,0.8105
1,0,64,53.6,112,0,3,0,0.5442
0,0,20,54.6,16,0,3,0,0.1078
1,0,21,48.5,365,1,1,0,0.5621
0,0,54,94.1,33,1,1,1,0.3675
0,0,55,51.9,61,0,2,1,0.1831
1,0,23,79.6,195,1,3,1,0.7501
1,1,45,79.4,86,1,1,1,0.9143
0,0,25,55.9,122,0,3,0,0.0844
1,1,48,99.9,253,0,1,0,0.5411
0,0,38,64.1,126,0,2,1,0.1905
1,1,62,94.8,337,1,3,0,0.849
1,1,46,97.2,161,0,1,0,0.5916
0,0,32,97.2,315,0,2,1,0.2389
0,1,41,86.4,171,1,2,1,0.4848
0,1,38,59.0,300,1,1,0,0.4558
0,1,40,51.6,330,0,2,0,0.2642
1,0,48,76.3,358,0,1,1,0.4575
0,0,51,64.8,251,0,3,0,0.1361
0,0,45,90.7,8,1,2,0,0.2424
0,0,49,86.0,250,1,3,1,0.4649
1,1,39,60.2,238,0,1,0,0.6363
1,1,20,45.9,34,0,3,1,0.7823
0,1,26,58.1,265,1,2,0,0.4065
1,1,23,76.2,103,1,2,0,0.8373
0,0,18,49.3,156,0,2,0,0.0966
1,0,39,81.2,173,1,2,0,0.5779
0,0,21,81.9,197,1,1,0,0.2536
0,0,62,54.3,210,0,3,0,0.1404
1,1,25,77.8,217,1,1,0,0.8144
0,1,54,78.4,200,1,2,0,0.5246
0,1,59,71.3,232,1,3,0,0.5544
0,0,36,97.4,115,1,2,0,0.314
1,1,61,50.9,300,0,3,0,0.624
1,1,18,67.4,76,1,3,1,0.9239
0,1,58,93.6,217,1,2,1,0.5757
0,1,41,66.2,52,0,1,0,0.2317
0,1,65,68.4,83,1,2,1,0.4963
1,1,34,81.8,257,0,3,0,0.6756
0,0,49,81.6,131,1,1,0,0.2876
0,1,31,46.3,198,1,1,0,0.3917
0,0,34,70.1,274,1,1,0,0.1943
1,0,49,63.3,354,0,1,1,0.5925
0,0,50,79.5,82,1,3,0,0.3301
1,1,47,75.6,248,0,3,1,0.8803
0,1,64,80.8,68,0,2,0,0.2824
0,0,51,81.0,141,1,3,0,0.3131
0,1,45,59.0,139,1,2,0,0.4478
1,1,41,58.6,339,0,3,0,0.8133
0,1,31,65.4,273,0,2,0,0.3634
0,0,51,58.3,256,0,1,1,0.1918
0,1,64,82.6,362,0,1,1,0.397
1,1,18,78.2,3,0,3,1,0.6923
0,0,39,56.9,267,0,1,1,0.1699
0,0,50,93.6,356,0,2,1,0.1598
0,1,61,70.3,334,0,2,1,0.3968
1,1,64,52.0,307,0,1,0,0.6305
1,0,35,56.7,354,1,1,1,0.7407
1,0,64,74.7,89,0,1,0,0.3442
1,0,56,63.6,14,0,3,1,0.5775
1,1,29,91.8,135,0,2,1,0.7302
0,1,27,72.2,219,0,3,0,0.3676
1,1,19,95.3,285,1,3,1,1.0
1,1,19,50.6,181,0,2,0,0.7025
1,1,23,81.8,126,1,2,0,0.7942
1,1,37,93.7,125,1,2,0,0.9324
1,0,55,61.1,194,1,3,1,0.7205
1,1,45,52.5,197,1,2,1,0.9262
0,1,59,70.1,350,0,1,0,0.2903
0,0,20,97.9,217,1,2,0,0.3243
1,0,65,79.8,7,0,3,1,0.5357
1,0,54,80.4,230,0,1,0,0.4113
1,0,54,81.9,190,0,1,0,0.5087
1,0,59,47.2,92,1,3,1,0.7299
0,0,42,69.5,144,1,3,1,0.3688
1,0,40,49.3,15,0,2,1,0.4542
0,0,30,62.4,112,1,1,0,0.218
0,0,41,90.2,300,1,2,1,0.2409
0,1,20,81.1,195,1,1,0,0.46
0,1,55,99.8,305,0,3,1,0.5268
1,1,45,54.5,204,1,1,0,0.8083
0,0,43,66.8,315,0,1,1,0.2372
1,1,37,89.5,67,1,1,0,0.7732
1,0,44,56.9,126,1,2,1,0.8216
0,0,18,53.5,159,1,1,0,0.2755
0,0,27,68.5,335,0,2,0,0.1109
0,0,27,66.1,344,1,1,1,0.3314
1,1,18,98.9,341,0,2,1,0.7725
0,1,49,70.1,151,0,2,0,0.3762
1,0,49,92.4,283,1,1,1,0.6261
1,1,60,93.8,150,1,3,0,0.8652
1,1,44,53.7,62,0,3,0,0.6401
1,0,30,84.3,183,0,1,0,0.3393
0,1,34,60.3,212,1,1,0,0.4252
0,1,45,50.2,72,1,3,1,0.6507
0,1,42,93.1,321,1,2,0,0.4837
0,0,53,61.1,283,0,3,1,0.2946
0,1,64,64.0,153,1,3,0,0.505
0,1,19,62.8,187,1,3,0,0.5217
1,0,49,56.0,59,0,2,0,0.469
0,1,49,68.9,255,0,3,1,0.4286
1,1,23,68.6,182,1,1,1,0.9224
1,0,48,67.5,24,0,1,0,0.3621
1,0,26,95.4,24,0,2,0,0.4049
1,1,60,63.7,313,1,1,0,0.8658
0,0,33,46.7,37,1,2,0,0.2348
0,1,42,54.8,301,0,3,0,0.2871
1,0,57,84.7,99,0,3,1,0.5487
1,0,45,77.5,146,1,1,0,0.6021
0,0,34,97.3,279,1,1,1,0.3225
1,1,48,83.2,54,0,3,1,0.8289
0,1,40,55.7,71,0,3,0,0.3193
1,0,48,51.6,242,1,1,1,0.6759
1,0,43,73.6,126,1,2,0,0.6601
0,1,21,81.6,320,0,2,0,0.3581
0,0,56,54.1,253,0,2,1,0.1466
0,0,60,78.1,67,1,1,1,0.367
0,0,60,92.6,152,1,2,0,0.2617
0,1,60,85.0,148,1,2,0,0.5109
0,1,32,81.5,225,1,3,0,0.6344
0,0,54,88.4,325,0,3,1,0.2067
1,0,55,50.7,179,0,3,1,0.5881
0,1,40,56.2,309,1,3,0,0.4419
1,1,22,47.1,2,1,3,1,1.0
0,0,58,53.0,288,0,1,1,0.0672
0,0,60,95.2,200,1,2,0,0.3025
1,0,42,57.2,6,0,2,0,0.4685
1,1,47,81.4,360,1,1,0,0.8284
1,0,43,83.0,154,1,2,0,0.619
1,1,20,80.5,256,0,2,0,0.6453
0,0,21,75.5,167,0,2,1,0.1741
0,0,64,71.7,162,0,3,0,0.0398
0,0,35,68.1,336,1,3,1,0.3231
0,1,54,95.4,294,1,1,0,0.5301
0,1,28,45.5,10,0,3,0,0.2609
1,0,28,47.9,356,0,2,0,0.4642
0,0,53,72.1,300,1,1,0,0.2115
0,0,33,63.2,130,0,2,0,0.0689
1,1,60,67.5,204,1,2,1,0.9849
1,0,42,99.9,315,0,1,0,0.4003
1,0,18,87.6,91,0,2,1,0.5931
0,1,43,93.3,313,1,1,0,0.4831
1,1,62,65.3,110,1,1,1,0.8999
1,0,47,58.2,289,0,2,0,0.472
1,1,23,87.2,246,1,2,1,0.9634
1,1,44,89.4,60,1,2,0,0.8542
1,1,36,75.2,109,1,2,0,0.8224
0,1,55,94.3,231,0,1,0,0.2204
0,1,62,98.2,124,0,3,1,0.481
1,1,60,70.9,202,1,2,0,0.8939
1,1,36,57.2,270,1,1,0,0.8384
1,1,56,73.4,259,0,3,0,0.733
1,0,61,99.4,22,1,1,0,0.5257
1,0,49,61.1,199,0,3,1,0.5267
1,1,65,79.0,79,0,3,0,0.6884
0,1,18,83.2,271,0,3,0,0.2717
1,0,42,56.8,343,0,2,0,0.5536
1,0,64,77.4,52,0,3,1,0.5229
1,0,30,62.3,265,1,3,0,0.6124
1,0,27,92.0,52,1,1,1,0.6535
0,0,35,84.3,271,1,2,1,0.3586
1,1,53,90.4,227,0,1,1,0.7201
0,1,39,56.0,179,0,2,0,0.306
1,0,23,46.9,312,1,2,1,0.7138
1,1,44,91.8,199,1,2,0,0.8445
1,0,25,66.3,191,0,3,0,0.436
1,0,41,54.9,22,0,2,1,0.5708
0,1,37,50.1,39,1,2,1,0.5187
1,1,39,73.4,335,1,2,1,1.0
0,1,26,53.3,229,0,2,0,0.2947
0,1,57,76.2,17,0,1,0,0.27
1,0,56,85.0,221,0,3,1,0.5208
0,1,36,74.4,163,0,2,1,0.3773
0,0,18,94.7,359,0,3,1,0.3471
1,1,28,53.6,168,1,3,0,0.8464
1,1,58,72.2,0,0,2,1,0.7354
1,0,59,54.0,336,1,2,1,0.7425
1,0,27,93.2,347,0,3,0,0.4743
1,0,18,96.3,253,0,3,1,0.645
1,1,44,67.0,198,0,1,0,0.6804
0,0,34,61.8,211,0,3,1,0.1353
1,1,61,60.4,169,0,2,0,0.6125
0,0,61,92.3,151,0,3,0,0.0691
1,0,34,82.5,64,1,2,0,0.6418
0,1,56,93.4,17,0,1,1,0.3579
0,1,60,51.5,89,0,2,1,0.3408
0,0,19,71.2,13,0,2,1,0.1408
1,0,65,82.2,18,0,3,0,0.4612
0,1,40,94.3,81,0,3,0,0.2977
1,1,58,66.0,248,0,2,1,0.7975
0,0,27,62.2,108,0,1,0,0.0115
1,0,59,95.2,6,1,2,1,0.7445
1,1,47,47.6,319,1,2,0,0.8497
0,0,52,71.4,1,1,2,0,0.3211
1,0,42,70.2,262,1,2,1,0.7698
1,1,34,53.0,27,1,1,0,0.7177
1,0,63,66.7,347,1,2,0,0.6136
0,1,36,84.7,336,1,2,0,0.4623
1,1,35,65.2,285,1,2,1,0.9437
1,0,35,62.0,253,0,3,0,0.4684
0,1,63,88.0,84,1,3,1,0.6172
0,1,52,99.4,200,1,1,1,0.6323
1,1,27,87.9,291,1,1,0,0.8529
0,0,40,91.5,277,1,2,1,0.3946
1,0,62,96.7,334,0,1,1,0.4973
0,0,39,89.1,77,1,2,1,0.427
0,1,61,98.9,209,0,1,0,0.2956
0,1,26,86.1,125,1,3,1,0.7106
0,0,49,81.4,9,1,2,0,0.308
1,0,43,83.1,239,0,2,1,0.5422
0,1,46,94.5,277,0,3,0,0.3851
1,0,59,82.6,307,0,1,0,0.5151
1,1,36,86.9,169,1,2,1,0.9135
1,0,65,56.9,168,0,3,1,0.535
0,0,46,95.2,303,0,1,1,0.122
0,0,52,69.6,324,0,1,1,0.1711
0,0,29,53.9,256,0,1,1,0.1426
0,1,25,89.0,352,0,2,0,0.3106
1,0,42,64.6,249,0,3,1,0.5729
0,1,44,55.1,183,0,2,0,0.3184
1,1,64,59.1,228,1,1,1,0.9605
0,0,60,46.9,326,0,2,1,0.2279
0,1,62,50.0,202,1,1,0,0.4715
1,1,23,77.6,171,0,1,0,0.6157
0,0,30,92.6,80,1,3,0,0.2679
0,0,28,69.7,48,0,2,0,0.1042
1,0,55,79.4,214,0,3,1,0.5896
0,0,23,89.5,176,1,2,1,0.2765
1,0,22,64.6,94,1,2,0,0.6468
1,0,24,81.0,117,1,2,0,0.6265
0,1,36,64.3,97,0,1,0,0.2741
1,1,60,80.3,73,1,3,0,0.8882
1,0,23,57.0,36,0,3,0,0.5197
0,1,42,98.8,329,0,3,1,0.4098
0,1,26,49.2,186,0,1,0,0.1819
0,1,37,72.8,265,0,2,0,0.3732
1,0,42,60.7,234,0,2,0,0.4991
1,0,25,78.0,357,0,1,1,0.4988
0,0,54,68.6,308,0,2,0,0.0858
1,0,55,61.9,330,1,2,1,0.7667
1,1,19,58.8,339,0,3,0,0.6985
0,0,39,55.0,306,0,1,0,0.0309
0,0,53,88.1,70,0,2,0,0.1139
0,0,21,57.2,148,1,1,0,0.2634
1,1,65,87.5,363,1,1,1,0.8631
1,1,18,71.7,261,1,2,0,0.8557
0,1,65,49.0,286,0,2,1,0.4371
1,0,50,54.1,139,0,1,1,0.4748
0,0,41,94.1,356,1,1,0,0.2704
0,1,22,78.2,304,0,2,0,0.3155
0,1,65,55.1,30,1,3,1,0.5087
1,1,52,83.7,264,1,2,0,0.843
1,0,59,90.3,154,0,1,0,0.421
1,0,43,63.2,115,1,1,1,0.7045
1,1,60,75.6,208,0,2,0,0.7127
1,1,58,61.1,114,1,2,1,0.9682
1,1,60,49.4,50,0,1,1,0.6696
0,0,43,67.0,71,1,1,0,0.2386
0,0,58,86.3,127,1,1,1,0.3683
0,1,22,70.2,248,0,3,0,0.2009
0,1,61,67.3,317,1,3,1,0.5641
1,0,35,65.1,313,1,1,1,0.724
0,1,42,70.2,142,1,1,0,0.5429
0,0,65,62.5,166,0,2,0,0.0791
0,0,58,78.7,69,1,1,1,0.3937
1,1,57,48.5,7,0,3,1,0.6794
0,0,55,89.4,162,1,1,0,0.2318
0,0,63,54.5,62,1,3,1,0.3714
0,0,38,79.8,286,1,2,1,0.4203
0,0,41,69.7,233,0,3,0,0.1757
1,0,45,87.5,217,1,2,0,0.6355
1,0,63,90.4,343,0,3,1,0.5779
0,1,21,56.2,252,1,3,0,0.6029
0,0,25,82.2,193,0,3,1,0.3357
1,0,50,55.4,296,1,3,1,0.769
1,0,20,51.8,256,1,3,1,0.7806
1,0,37,96.2,329,1,2,0,0.675
1,0,52,54.0,241,1,1,0,0.6362
0,1,56,57.5,288,0,2,0,0.3178
1,0,60,52.2,107,1,1,1,0.597
0,0,64,70.9,36,0,2,1,0.1928
1,1,24,95.6,312,0,3,1,0.8898
0,0,44,59.5,10,0,1,0,0.0
1,1,22,74.8,83,1,1,1,0.8147
0,1,54,67.6,217,0,2,1,0.3322
1,0,18,63.5,237,0,1,1,0.5473
1,1,39,76.5,46,0,3,1,0.6667
0,1,24,75.7,344,0,1,1,0.4377
0,0,25,64.8,131,0,2,1,0.1315
1,0,61,91.8,210,1,1,0,0.6531
0,1,47,47.9,204,1,2,0,0.4655
0,1,45,49.7,82,1,3,0,0.4747
1,0,43,99.5,76,1,2,1,0.7518
1,0,51,86.1,139,1,2,0,0.6647
1,0,49,89.2,127,0,1,1,0.4624
0,0,39,78.1,65,1,2,1,0.3886
1,0,37,68.1,241,1,2,0,0.6828
1,1,31,79.6,150,0,2,1,0.6434
0,1,40,50.1,54,1,2,1,0.5706
0,1,20,86.7,146,1,2,1,0.5823
1,1,36,74.7,66,0,2,0,0.5337
0,0,31,97.6,150,1,1,1,0.3535
0,1,57,80.1,3,1,1,1,0.5309
1,1,56,53.3,17,1,2,0,0.8603
0,1,54,71.3,11,1,2,1,0.5915
0,0,52,48.2,255,0,2,0,0.1719
0,0,18,86.0,34,1,3,1,0.4233
1,0,36,72.6,42,1,2,0,0.5736
0,0,32,65.3,77,1,1,0,0.2213
1,1,42,98.3,350,0,1,0,0.6814
1,1,18,96.7,322,1,2,1,1.0
0,1,48,97.4,319,1,1,1,0.6139
1,1,54,57.2,348,1,1,1,0.9729
1,1,60,85.1,358,1,3,1,1.0
1,1,63,97.0,51,0,2,0,0.6313
0,1,39,76.4,16,0,1,0,0.2277
1,1,37,56.8,210,0,1,0,0.6639
1,0,58,90.0,226,0,2,1,0.5638
1,1,64,93.4,32,0,1,1,0.5871
1,1,60,83.7,327,0,3,0,0.7139
1,0,22,61.1,336,1,2,0,0.7082
1,1,32,55.5,300,1,1,0,0.7811
1,1,19,79.3,76,1,2,0,0.7999
0,0,29,71.6,67,1,1,0,0.2432
0,0,24,81.8,49,0,3,0,0.1768
0,1,19,51.1,157,1,1,0,0.4389
1,0,25,52.5,197,0,3,0,0.4616
1,0,26,65.0,257,0,2,1,0.5762
0,0,44,59.2,33,1,3,0,0.3148
1,0,45,79.1,211,0,2,0,0.4122
1,1,54,65.2,271,1,1,1,0.9229
0,0,32,82.6,63,0,1,1,0.1447
1,0,36,87.3,154,0,1,1,0.5677
0,1,47,55.3,320,0,1,1,0.3298
0,0,30,95.6,268,1,2,1,0.4075
1,0,62,88.3,39,1,2,0,0.6498
0,0,23,79.5,159,1,1,0,0.3088
1,1,47,95.0,322,0,2,1,0.7308
1,0,18,59.6,13,0,2,1,0.6115
0,0,59,68.2,119,0,2,0,0.0
1,0,55,49.7,313,0,1,1,0.4522
1,0,42,70.1,347,1,3,0,0.7083
0,0,52,72.9,45,1,3,1,0.3243
1,0,43,78.9,345,1,2,0,0.6324
1,1,30,48.5,109,0,3,1,0.7898
0,0,36,46.8,218,1,3,1,0.5014
1,1,27,68.1,120,0,2,1,0.7471
1,1,62,55.4,288,0,2,1,0.7751
1,1,24,86.7,45,0,2,1,0.7565
0,1,32,81.8,337,1,1,0,0.3999
0,0,40,62.9,53,0,3,1,0.2379
0,0,53,47.5,321,0,3,1,0.2442
1,0,60,55.0,53,1,2,0,0.584
0,0,48,83.0,3,0,1,1,0.0857
0,0,25,99.5,239,0,2,1,0.1953
0,0,47,63.0,79,1,1,0,0.285
0,1,51,89.1,200,0,3,0,0.3817
1,0,50,92.7,201,0,2,1,0.5379
0,0,18,47.6,255,1,2,1,0.4539
1,1,33,95.4,198,0,3,1,0.7229
0,0,28,70.6,72,0,1,1,0.121
1,1,44,98.0,175,1,1,0,0.8929
0,0,39,74.6,218,0,3,0,0.1897
1,0,57,57.9,223,0,1,0,0.3736
0,1,36,98.6,282,0,3,1,0.4758
1,0,61,58.4,280,0,3,0,0.46
0,0,23,93.5,92,1,3,1,0.3978
1,1,65,54.5,151,1,1,0,0.8014
0,0,57,82.1,79,1,2,1,0.3108
1,0,56,67.6,207,1,3,0,0.6935
0,0,37,98.5,91,1,1,0,0.3145
1,0,20,55.2,19,0,3,0,0.4452
0,1,18,67.5,52,0,1,0,0.213
0,1,40,80.2,82,0,3,0,0.282
0,1,55,98.8,73,0,1,1,0.2344
1,1,20,61.7,129,1,3,0,0.7465
0,1,51,66.8,258,0,3,0,0.4285
0,0,34,70.4,358,1,3,0,0.3269
0,0,65,58.9,183,0,1,1,0.1124
1,1,44,90.0,65,1,2,1,0.8813
1,1,56,50.1,152,0,3,1,0.7678
0,0,40,83.8,364,1,1,0,0.2709
0,1,55,74.4,195,1,1,0,0.4795
1,1,28,58.3,14,1,1,0,0.7208
1,0,32,72.1,209,0,2,0,0.4672
1,0,43,90.6,134,0,2,1,0.5639
0,1,28,69.5,81,1,2,1,0.5633
0,1,24,51.7,70,1,3,0,0.5505
1,0,64,47.2,296,0,3,0,0.5562
0,1,65,87.8,171,1,1,0,0.4427
1,1,25,63.2,122,0,1,0,0.5971
1,0,22,96.2,288,1,3,0,0.706
1,1,34,78.9,209,0,1,0,0.6441
1,1,40,69.0,63,1,1,0,0.8303
0,1,19,76.0,62,1,2,1,0.6091
1,0,44,70.1,7,1,3,0,0.6876
0,0,38,94.8,244,1,2,0,0.3089
0,0,24,70.2,164,0,1,0,0.0954
1,1,55,50.7,92,0,3,1,0.8003
0,1,43,77.8,283,0,2,1,0.3988
0,1,47,79.3,308,0,3,0,0.4079
0,0,29,87.1,198,1,1,0,0.1886
1,1,65,96.3,123,0,1,1,0.7075
1,0,28,69.4,54,0,1,1,0.5112
1,1,34,64.4,189,0,3,1,0.7749
0,1,27,72.0,142,1,3,1,0.71
0,0,65,94.5,309,0,2,1,0.2042
1,1,33,98.9,316,0,3,1,0.8629
0,1,32,98.4,96,0,2,0,0.2537
1,0,32,57.6,309,0,2,1,0.5496
1,1,37,72.3,196,1,2,0,0.8563
1,1,21,59.3,284,0,3,0,0.6823
0,1,49,65.2,80,1,3,0,0.4521
0,1,39,46.7,108,0,3,1,0.4332
1,0,52,53.8,282,1,2,0,0.6594
1,1,31,66.8,208,1,1,1,0.8828
1,0,47,65.1,114,0,2,0,0.3224
0,1,48,60.3,240,0,2,1,0.3228
1,1,27,57.7,278,0,2,1,0.6803
1,1,23,86.2,305,1,3,1,0.9887
0,0,44,61.2,330,1,2,1,0.4673
0,1,28,83.9,203,0,2,1,0.3573
0,1,53,65.3,200,1,2,1,0.6241
1,0,27,89.1,343,0,1,0,0.3788
0,0,33,54.2,154,0,3,0,0.109
1,1,41,53.7,314,0,2,1,0.7452
1,0,38,82.4,264,0,2,0,0.4556
1,0,57,95.3,288,0,1,1,0.5126
0,1,58,52.9,69,1,3,0,0.512
1,0,53,49.1,178,1,2,1,0.7815
0,1,59,96.4,167,0,3,0,0.3487
0,0,62,51.5,5,1,2,0,0.2783
0,0,40,58.8,131,1,2,1,0.3938
1,1,38,96.1,258,1,3,1,0.9461
0,1,49,89.2,140,0,1,1,0.3292
1,1,34,63.9,281,0,2,1,0.7589
1,0,34,97.5,289,0,3,0,0.4987
0,1,38,76.2,204,1,2,1,0.535
1,1,21,49.0,180,1,2,1,0.8335
0,1,40,83.7,46,0,1,0,0.238
0,0,42,74.6,331,1,1,1,0.3295
0,1,49,76.5,135,1,3,1,0.688
0,1,23,99.7,232,0,2,1,0.4321
1,0,31,53.4,201,1,2,1,0.7735
0,1,58,81.1,31,1,3,1,0.5374
1,1,55,70.2,276,1,2,0,0.8982
1,1,59,60.0,191,0,2,1,0.7115
0,1,55,83.1,90,0,3,0,0.3506
1,0,58,81.8,344,1,1,1,0.7737
0,1,62,92.1,70,1,2,0,0.398
0,1,33,93.3,297,1,1,0,0.4242
0,1,49,75.9,34,1,1,0,0.5111
1,1,33,62.9,219,1,1,0,0.7391
0,1,36,74.1,198,1,3,1,0.654
1,0,54,64.8,105,1,3,1,0.7113
0,1,60,60.3,331,1,3,0,0.6037
1,1,38,75.3,51,0,1,0,0.5792
0,1,32,81.2,16,0,1,1,0.3319
1,0,43,77.5,341,1,1,1,0.7873
0,1,47,97.5,8,1,2,0,0.5518
1,0,57,61.4,179,1,1,1,0.7022
0,1,32,65.5,2,0,2,0,0.2933
1,1,60,81.7,277,1,1,1,0.9198
0,0,30,78.0,181,1,2,1,0.4804
1,1,44,45.1,291,1,2,0,0.9302
0,1,40,62.2,166,0,3,1,0.4283
0,0,51,59.0,250,0,3,1,0.2663
0,1,51,91.2,273,1,1,1,0.6247
1,1,40,92.6,80,1,3,0,0.8279
1,1,61,60.6,26,1,2,1,0.9122
0,0,37,50.6,117,0,3,1,0.2666
1,0,26,56.3,226,0,3,1,0.5146
0,1,37,54.7,351,1,2,1,0.6471
0,1,64,58.1,194,1,1,1,0.5875
0,0,56,57.9,140,0,1,0,0.0171
1,1,31,71.4,272,0,2,1,0.809
0,1,43,62.6,316,0,3,1,0.464
1,0,44,75.8,242,1,1,0,0.5839
1,0,51,63.9,16,0,2,0,0.3486
0,0,46,89.8,183,0,1,0,0.0354
1,1,49,97.3,47,0,2,1,0.6768
1,1,58,67.2,15,1,3,1,0.9271
1,0,62,47.7,192,1,1,0,0.5884
0,1,22,58.2,282,1,2,0,0.5649
0,1,21,50.6,13,0,1,1,0.2693
1,1,40,64.0,347,0,3,1,0.7442
1,1,38,80.5,227,1,1,1,0.8931
0,0,50,73.5,115,0,2,0,0.2117
0,1,58,58.4,305,1,3,1,0.5633
1,0,41,87.2,223,0,2,0,0.3455
0,1,33,52.2,28,1,3,0,0.5677
0,0,49,57.6,27,1,1,0,0.2115
1,0,36,82.2,45,1,3,1,0.7154
0,1,43,55.8,59,0,3,1,0.4269
1,0,20,82.3,354,1,3,0,0.7332
1,1,52,98.7,147,1,3,0,0.9116
1,1,56,90.7,51,0,2,1,0.7519
1,0,35,53.8,149,0,3,0,0.4355
0,0,24,73.6,323,0,2,0,0.1439
0,0,49,68.2,143,0,2,1,0.2064
0,0,41,99.5,148,1,1,1,0.4206
0,1,33,98.0,171,1,1,1,0.6302
1,1,41,52.0,317,1,3,0,0.8482
0,0,21,95.0,148,0,3,0,0.205
1,0,62,55.6,103,1,1,1,0.6746
1,0,49,62.6,138,0,1,1,0.4308
1,1,59,64.4,119,1,2,0,0.9162
0,0,51,60.8,36,0,3,0,0.1458
1,1,36,91.9,171,0,1,1,0.6076
1,1,31,63.1,123,0,1,1,0.6749
0,0,55,89.9,277,0,2,1,0.1689
1,1,30,99.7,211,0,2,1,0.717
0,1,39,91.2,193,1,1,0,0.5529
0,1,48,64.0,20,0,3,1,0.3921
1,0,61,84.1,240,0,2,0,0.4257
1,0,61,74.4,144,1,2,0,0.6873
0,1,47,88.3,291,0,3,1,0.4159
0,0,40,53.4,141,1,1,1,0.4721
1,1,29,80.1,164,1,1,0,0.8159
1,0,60,87.6,133,0,3,0,0.5169
1,1,31,86.9,177,1,3,0,0.9716
1,0,53,98.0,84,0,2,0,0.3877
1,0,62,48.2,204,0,1,1,0.5502
1,1,25,64.0,37,0,1,1,0.6612
1,0,41,71.2,334,1,1,0,0.6394
1,1,20,62.0,165,0,3,0,0.5781
1,0,31,62.0,23,1,3,1,0.7265
1,0,28,54.7,17,0,1,0,0.4539
0,0,62,89.7,348,0,3,0,0.1887
0,0,55,94.9,159,0,3,0,0.1068
0,1,45,49.5,326,0,3,0,0.3502
0,1,40,53.5,221,1,1,0,0.5012
1,1,35,57.6,101,0,1,0,0.6361
0,1,37,73.0,345,0,1,1,0.4017
1,0,50,88.5,327,0,2,0,0.5121
1,0,19,48.9,88,0,1,0,0.3868
1,1,56,80.0,157,0,2,0,0.565
1,1,54,53.2,87,0,3,0,0.6136
1,1,43,98.4,132,1,3,0,0.8458
0,1,19,94.4,259,1,3,1,0.5383
0,0,20,97.2,178,1,1,1,0.3017
0,1,37,50.8,310,0,2,1,0.3605
1,0,27,71.8,288,0,1,0,0.3575
0,0,59,54.1,114,0,1,1,0.0662
